"","Gene_symbol","Transcript","Ensembl","Ensembl_biomart"
"1533","PITPNA","NM_006224","ENSG00000174238","ENSG00000174238"
"1534","POLD2","NM_006230","ENSG00000106628","ENSG00000106628"
"1535","POLR2H","NM_006232","ENSG00000163882","ENSG00000163882"
"1536","POLR2I","NM_006233","ENSG00000105258","ENSG00000105258"
"1537","POLR2J","NM_006234","ENSG00000005075","ENSG00000005075"
"1538","PPARD","NM_006238","ENSG00000112033","ENSG00000112033"
"1539","PPP2R5A","NM_006243","ENSG00000066027","ENSG00000066027"
"1540","PPP2R5B","NM_006244","ENSG00000068971","ENSG00000068971"
"1541","PPP2R5D","NM_006245","ENSG00000112640","ENSG00000112640"
"1542","PPP2R5E","NM_006246","ENSG00000154001","ENSG00000154001"
"1543","PPP5C","NM_006247","ENSG00000011485","ENSG00000011485"
"1544","PRKAA1","NM_006251","ENSG00000132356","ENSG00000132356"
"1545","PRKAB1","NM_006253","ENSG00000111725","ENSG00000111725"
"1546","DNAJC3","NM_006260","ENSG00000102580","ENSG00000102580"
"1547","PSME1","NM_006263","ENSG00000092010","ENSG00000092010"
"1548","RANBP2","NM_006267","ENSG00000153201","ENSG00000153201"
"1549","TAF10","NM_006284","ENSG00000166337","ENSG00000166337"
"1550","TSG101","NM_006292","ENSG00000074319","ENSG00000074319"
"1551","UQCRB","NM_006294","ENSG00000156467","ENSG00000156467"
"1552","VRK2","NM_006296","ENSG00000028116","ENSG00000028116"
"1553","MOGS","NM_006302","ENSG00000115275","ENSG00000115275"
"1554","ANP32A","NM_006305","ENSG00000140350","ENSG00000140350"
"1555","SMC1A","NM_006306","ENSG00000072501","ENSG00000072501"
"1556","NCOR1","NM_006311","ENSG00000141027","ENSG00000141027"
"1557","CDIPT","NM_006319","ENSG00000103502","ENSG00000103502"
"1558","PGRMC2","NM_006320","ENSG00000164040","ENSG00000164040"
"1559","ARIH2","NM_006321","ENSG00000177479","ENSG00000177479"
"1560","SEC24B","NM_006323","ENSG00000138802","ENSG00000138802"
"1561","RAN","NM_006325","ENSG00000132341","ENSG00000132341"
"1562","RBM14","NM_006328","ENSG00000173933","ENSG00000239306"
"1563","EMG1","NM_006331","ENSG00000126749","ENSG00000126749"
"1564","EMG1","NM_006331","ENSG00000126749","ENSG00000268439"
"1565","TIMM17A","NM_006335","ENSG00000134375","ENSG00000134375"
"1566","MCRS1","NM_006337","ENSG00000187778","ENSG00000187778"
"1567","HMG20B","NM_006339","ENSG00000064961","ENSG00000064961"
"1568","MAD2L2","NM_006341","ENSG00000116670","ENSG00000116670"
"1569","SLC30A9","NM_006345","ENSG00000014824","ENSG00000014824"
"1570","PPIH","NM_006347","ENSG00000171960","ENSG00000171960"
"1571","ZNHIT1","NM_006349","ENSG00000106400","ENSG00000106400"
"1572","TIMM44","NM_006351","ENSG00000104980","ENSG00000104980"
"1573","ZBTB18","NM_006352","ENSG00000179456","ENSG00000179456"
"1574","TADA3","NM_006354","ENSG00000171148","ENSG00000171148"
"1575","ATP5H","NM_006356","ENSG00000167863","ENSG00000167863"
"1576","UBE2E3","NM_006357","ENSG00000170035","ENSG00000170035"
"1577","EIF3M","NM_006360","ENSG00000149100","ENSG00000149100"
"1578","NXF1","NM_006362","ENSG00000162231","ENSG00000162231"
"1579","SEC23A","NM_006364","ENSG00000100934","ENSG00000100934"
"1580","CREB3","NM_006368","ENSG00000107175","ENSG00000107175"
"1581","LRRC41","NM_006369","ENSG00000132128","ENSG00000132128"
"1582","VTI1B","NM_006370","ENSG00000100568","ENSG00000100568"
"1583","SYNCRIP","NM_006372","ENSG00000135316","ENSG00000135316"
"1584","CIB1","NM_006384","ENSG00000185043","ENSG00000185043"
"1585","DDX17","NM_006386","ENSG00000100201","ENSG00000100201"
"1586","CHERP","NM_006387","ENSG00000085872","ENSG00000085872"
"1587","KAT5","NM_006388","ENSG00000172977","ENSG00000172977"
"1588","HYOU1","NM_006389","ENSG00000149428","ENSG00000149428"
"1589","HYOU1","NM_006389","ENSG00000149428","ENSG00000280682"
"1590","IPO8","NM_006390","ENSG00000133704","ENSG00000133704"
"1591","IPO7","NM_006391","ENSG00000205339","ENSG00000205339"
"1592","NOP56","NM_006392","ENSG00000101361","ENSG00000101361"
"1593","ATG7","NM_006395","ENSG00000197548","ENSG00000197548"
"1594","SSSCA1","NM_006396","ENSG00000173465","ENSG00000173465"
"1595","DCTN2","NM_006400","ENSG00000175203","ENSG00000175203"
"1596","ANP32B","NM_006401","ENSG00000136938","ENSG00000136938"
"1597","LAMTOR5","NM_006402","ENSG00000134248","ENSG00000134248"
"1598","TM9SF1","NM_006405","ENSG00000100926","ENSG00000100926"
"1599","ARPC1A","NM_006409","ENSG00000013455","ENSG00000241685"
"1600","HTATIP2","NM_006410","ENSG00000109854","ENSG00000109854"
"1601","AGPAT1","NM_006411","ENSG00000206255","ENSG00000204310"
"1602","AGPAT1","NM_006411","ENSG00000206255","ENSG00000236873"
"1603","AGPAT1","NM_006411","ENSG00000206255","ENSG00000206324"
"1604","AGPAT1","NM_006411","ENSG00000206255","ENSG00000235758"
"1605","AGPAT1","NM_006411","ENSG00000206255","ENSG00000226467"
"1606","AGPAT1","NM_006411","ENSG00000206255","ENSG00000228892"
"1607","AGPAT1","NM_006411","ENSG00000206255","ENSG00000227642"
"1608","RPP30","NM_006413","ENSG00000148688","ENSG00000148688"
"1609","RPP38","NM_006414","ENSG00000152464","ENSG00000152464"
"1610","ARFGEF2","NM_006420","ENSG00000124198","ENSG00000124198"
"1611","SIVA1","NM_006427","ENSG00000184990","ENSG00000184990"
"1612","MRPL28","NM_006428","ENSG00000086504","ENSG00000086504"
"1613","CCT7","NM_006429","ENSG00000135624","ENSG00000135624"
"1614","CCT4","NM_006430","ENSG00000115484","ENSG00000115484"
"1615","NPC2","NM_006432","ENSG00000119655","ENSG00000119655"
"1616","DRAP1","NM_006442","ENSG00000175550","ENSG00000175550"
"1617","PRPF8","NM_006445","ENSG00000174231","ENSG00000174231"
"1618","PRPF8","NM_006445","ENSG00000174231","ENSG00000274442"
"1619","USP16","NM_006447","ENSG00000156256","ENSG00000156256"
"1620","PAIP1","NM_006451","ENSG00000172239","ENSG00000172239"
"1621","PAICS","NM_006452","ENSG00000128050","ENSG00000128050"
"1622","MXD4","NM_006454","ENSG00000123933","ENSG00000123933"
"1623","TRIM3","NM_006458","ENSG00000110171","ENSG00000110171"
"1624","HEXIM1","NM_006460","ENSG00000186834","ENSG00000186834"
"1625","RBCK1","NM_006462","ENSG00000125826","ENSG00000125826"
"1626","STAMBP","NM_006463","ENSG00000124356","ENSG00000124356"
"1627","TGOLN2","NM_006464","ENSG00000152291","ENSG00000152291"
"1628","POLR3C","NM_006468","ENSG00000186141","ENSG00000186141"
"1629","IVNS1ABP","NM_006469","ENSG00000116679","ENSG00000116679"
"1630","ATP5L","NM_006476","ENSG00000167283","ENSG00000167283"
"1631","POLH","NM_006502","ENSG00000170734","ENSG00000170734"
"1632","PSMC4","NM_006503","ENSG00000013275","ENSG00000013275"
"1633","PSMC4","NM_006503","ENSG00000013275","ENSG00000281221"
"1634","TRIM27","NM_006510","ENSG00000204713","ENSG00000229006"
"1635","TRIM27","NM_006510","ENSG00000204713","ENSG00000215641"
"1636","TRIM27","NM_006510","ENSG00000204713","ENSG00000237462"
"1637","TRIM27","NM_006510","ENSG00000204713","ENSG00000237071"
"1638","TRIM27","NM_006510","ENSG00000204713","ENSG00000233948"
"1639","TRIM27","NM_006510","ENSG00000204713","ENSG00000204713"
"1640","TRIM27","NM_006510","ENSG00000204713","ENSG00000234495"
"1641","RSC1A1","NM_006511","ENSG00000215695","ENSG00000215695"
"1642","SARS","NM_006513","ENSG00000031698","ENSG00000031698"
"1643","DYNLT1","NM_006519","ENSG00000146425","ENSG00000146425"
"1644","TFE3","NM_006521","ENSG00000068323","ENSG00000068323"
"1645","GLRX3","NM_006541","ENSG00000108010","ENSG00000108010"
"1646","SPHAR","NM_006542","ENSG00000213029","ENSG00000213029"
"1647","NPRL2","NM_006545","ENSG00000114388","ENSG00000114388"
"1648","MTX2","NM_006554","ENSG00000128654","ENSG00000128654"
"1649","YKT6","NM_006555","ENSG00000106636","ENSG00000106636"
"1650","PMVK","NM_006556","ENSG00000163344","ENSG00000163344"
"1651","KHDRBS1","NM_006559","ENSG00000121774","ENSG00000121774"
"1652","CELF1","NM_006560","ENSG00000149187","ENSG00000149187"
"1653","CTCF","NM_006565","ENSG00000102974","ENSG00000102974"
"1654","FARS2","NM_006567","ENSG00000145982","ENSG00000145982"
"1655","RRAGA","NM_006570","ENSG00000155876","ENSG00000155876"
"1656","DCTN6","NM_006571","ENSG00000104671","ENSG00000104671"
"1657","CCT8","NM_006585","ENSG00000156261","ENSG00000156261"
"1658","USP39","NM_006590","ENSG00000168883","ENSG00000168883"
"1659","AP4B1","NM_006594","ENSG00000134262","ENSG00000134262"
"1660","API5","NM_006595","ENSG00000166181","ENSG00000166181"
"1661","HSPA8","NM_006597","ENSG00000109971","ENSG00000109971"
"1662","NUDC","NM_006600","ENSG00000090273","ENSG00000090273"
"1663","PTGES3","NM_006601","ENSG00000110958","ENSG00000110958"
"1664","HBS1L","NM_006620","ENSG00000112339","ENSG00000112339"
"1665","ZMYND11","NM_006624","ENSG00000015171","ENSG00000015171"
"1666","SRSF10","NM_006625","ENSG00000215699","ENSG00000188529"
"1667","ZBTB6","NM_006626","ENSG00000186130","ENSG00000186130"
"1668","POP4","NM_006627","ENSG00000105171","ENSG00000105171"
"1669","VAMP5","NM_006634","ENSG00000168899","ENSG00000168899"
"1670","SDCCAG8","NM_006642","ENSG00000054282","ENSG00000054282"
"1671","SDCCAG8","NM_006642","ENSG00000054282","ENSG00000276111"
"1672","SDCCAG3","NM_006643","ENSG00000165689","ENSG00000165689"
"1673","UTP14A","NM_006649","ENSG00000156697","ENSG00000156697"
"1674","TUBGCP2","NM_006659","ENSG00000130640","ENSG00000130640"
"1675","CLPX","NM_006660","ENSG00000166855","ENSG00000166855"
"1676","USP19","NM_006677","ENSG00000172046","ENSG00000172046"
"1677","CPSF4","NM_006693","ENSG00000160917","ENSG00000160917"
"1678","JTB","NM_006694","ENSG00000143543","ENSG00000143543"
"1679","MAN1A2","NM_006699","ENSG00000198162","ENSG00000198162"
"1680","TXNL4A","NM_006701","ENSG00000141759","ENSG00000141759"
"1681","PNPLA6","NM_006702","ENSG00000032444","ENSG00000032444"
"1682","NUDT3","NM_006703","ENSG00000112664","ENSG00000272325"
"1683","SUGT1","NM_006704","ENSG00000165416","ENSG00000165416"
"1684","TCERG1","NM_006706","ENSG00000113649","ENSG00000113649"
"1685","GLO1","NM_006708","ENSG00000124767","ENSG00000124767"
"1686","COPS8","NM_006710","ENSG00000198612","ENSG00000198612"
"1687","FASTK","NM_006712","ENSG00000164896","ENSG00000164896"
"1688","SUB1","NM_006713","ENSG00000113387","ENSG00000113387"
"1689","MAN2C1","NM_006715","ENSG00000140400","ENSG00000140400"
"1690","PSKH1","NM_006742","ENSG00000159792","ENSG00000159792"
"1691","SURF6","NM_006753","ENSG00000148296","ENSG00000148296"
"1692","SURF6","NM_006753","ENSG00000148296","ENSG00000281309"
"1693","SYPL1","NM_006754","ENSG00000008282","ENSG00000008282"
"1694","TALDO1","NM_006755","ENSG00000177156","ENSG00000177156"
"1695","U2AF1","NM_006758","ENSG00000160201","ENSG00000160201"
"1696","UGP2","NM_006759","ENSG00000169764","ENSG00000169764"
"1697","YWHAE","NM_006761","ENSG00000108953","ENSG00000274474"
"1698","YWHAE","NM_006761","ENSG00000108953","ENSG00000108953"
"1699","LZTR1","NM_006767","ENSG00000099949","ENSG00000099949"
"1700","LMO4","NM_006769","ENSG00000143013","ENSG00000143013"
"1701","DDX18","NM_006773","ENSG00000088205","ENSG00000088205"
"1702","ZBTB33","NM_006777","ENSG00000177485","ENSG00000177485"
"1703","ZFPL1","NM_006782","ENSG00000162300","ENSG00000162300"
"1704","WDR3","NM_006784","ENSG00000065183","ENSG00000065183"
"1705","RALBP1","NM_006788","ENSG00000017797","ENSG00000017797"
"1706","PRDX3","NM_006793","ENSG00000165672","ENSG00000165672"
"1707","MSL3","NM_006800","ENSG00000005302","ENSG00000005302"
"1708","SF3A3","NM_006802","ENSG00000183431","ENSG00000183431"
"1709","STARD3","NM_006804","ENSG00000131748","ENSG00000131748"
"1710","HNRNPA0","NM_006805","ENSG00000177733","ENSG00000177733"
"1711","SEC61B","NM_006808","ENSG00000106803","ENSG00000106803"
"1712","SERINC3","NM_006811","ENSG00000132824","ENSG00000132824"
"1713","OS9","NM_006812","ENSG00000135506","ENSG00000135506"
"1714","PSMF1","NM_006814","ENSG00000125818","ENSG00000125818"
"1715","TMED2","NM_006815","ENSG00000086598","ENSG00000086598"
"1716","STIP1","NM_006819","ENSG00000168439","ENSG00000168439"
"1717","EBNA1BP2","NM_006824","ENSG00000117395","ENSG00000117395"
"1718","CKAP4","NM_006825","ENSG00000136026","ENSG00000136026"
"1719","TMED10","NM_006827","ENSG00000170348","ENSG00000170348"
"1720","ASCC3","NM_006828","ENSG00000112249","ENSG00000112249"
"1721","UQCR11","NM_006830","ENSG00000127540","ENSG00000127540"
"1722","CLP1","NM_006831","ENSG00000172409","ENSG00000172409"
"1723","COPS6","NM_006833","ENSG00000168090","ENSG00000168090"
"1724","COPS5","NM_006837","ENSG00000121022","ENSG00000121022"
"1725","METAP2","NM_006838","ENSG00000111142","ENSG00000111142"
"1726","IMMT","NM_006839","ENSG00000132305","ENSG00000132305"
"1727","SF3B2","NM_006842","ENSG00000087365","ENSG00000087365"
"1728","ILVBL","NM_006844","ENSG00000105135","ENSG00000105135"
"1729","SNRNP27","NM_006857","ENSG00000124380","ENSG00000124380"
"1730","TMED1","NM_006858","ENSG00000099203","ENSG00000099203"
"1731","LIAS","NM_006859","ENSG00000121897","ENSG00000121897"
"1732","IFT27","NM_006860","ENSG00000100360","ENSG00000100360"
"1733","ELF2","NM_006874","ENSG00000109381","ENSG00000109381"
"1734","CALM1","NM_006888","ENSG00000160014","ENSG00000198668"
"1735","EIF2D","NM_006893","ENSG00000143486","ENSG00000143486"
"1736","IDH3B","NM_006899","ENSG00000101365","ENSG00000101365"
"1737","RNF5","NM_006913","ENSG00000183574","ENSG00000204308"
"1738","RNF5","NM_006913","ENSG00000183574","ENSG00000227277"
"1739","RNF5","NM_006913","ENSG00000183574","ENSG00000223767"
"1740","RNF5","NM_006913","ENSG00000183574","ENSG00000228405"
"1741","RNF5","NM_006913","ENSG00000183574","ENSG00000183574"
"1742","RNF5","NM_006913","ENSG00000183574","ENSG00000225452"
"1743","RNF5","NM_006913","ENSG00000183574","ENSG00000228907"
"1744","SDF2","NM_006923","ENSG00000132581","ENSG00000132581"
"1745","SRSF1","NM_006924","ENSG00000136450","ENSG00000136450"
"1746","ST3GAL2","NM_006927","ENSG00000157350","ENSG00000157350"
"1747","SKIV2L","NM_006929","ENSG00000204351","ENSG00000206353"
"1748","SKIV2L","NM_006929","ENSG00000204351","ENSG00000232616"
"1749","SKIV2L","NM_006929","ENSG00000204351","ENSG00000204351"
"1750","SKIV2L","NM_006929","ENSG00000204351","ENSG00000223493"
"1751","SKIV2L","NM_006929","ENSG00000204351","ENSG00000225737"
"1752","SKIV2L","NM_006929","ENSG00000204351","ENSG00000228896"
"1753","SKP1","NM_006930","ENSG00000113558","ENSG00000113558"
"1754","SUMO3","NM_006936","ENSG00000220912","ENSG00000184900"
"1755","SNRPD1","NM_006938","ENSG00000167088","ENSG00000167088"
"1756","SRP72","NM_006947","ENSG00000174780","ENSG00000174780"
"1757","ZNF33A","NM_006954","ENSG00000189180","ENSG00000189180"
"1758","ZNF22","NM_006963","ENSG00000165512","ENSG00000165512"
"1759","ZNF24","NM_006965","ENSG00000172466","ENSG00000172466"
"1760","ZNF32","NM_006973","ENSG00000169740","ENSG00000169740"
"1761","ZBTB25","NM_006977","ENSG00000089775","ENSG00000089775"
"1762","RNF113A","NM_006978","ENSG00000125352","ENSG00000125352"
"1763","SLC39A7","NM_006979","ENSG00000206217","ENSG00000229802"
"1764","SLC39A7","NM_006979","ENSG00000206217","ENSG00000112473"
"1765","SLC39A7","NM_006979","ENSG00000206217","ENSG00000227402"
"1766","SLC39A7","NM_006979","ENSG00000206217","ENSG00000226614"
"1767","SLC39A7","NM_006979","ENSG00000206217","ENSG00000224399"
"1768","SLC39A7","NM_006979","ENSG00000206217","ENSG00000206288"
"1769","MAGED1","NM_006986","ENSG00000179222","ENSG00000179222"
"1770","ZNF197","NM_006991","ENSG00000186448","ENSG00000186448"
"1771","ZNF197","NM_006991","ENSG00000186448","ENSG00000281709"
"1772","PAPD7","NM_006999","ENSG00000112941","ENSG00000112941"
"1773","NUDT21","NM_007006","ENSG00000167005","ENSG00000167005"
"1774","CPSF6","NM_007007","ENSG00000111605","ENSG00000111605"
"1775","RTN4","NM_007008","ENSG00000115310","ENSG00000115310"
"1776","WWP1","NM_007013","ENSG00000123124","ENSG00000123124"
"1777","WWP2","NM_007014","ENSG00000198373","ENSG00000198373"
"1778","TMEM115","NM_007024","ENSG00000126062","ENSG00000126062"
"1779","DUSP14","NM_007026","ENSG00000161326","ENSG00000275932"
"1780","DUSP14","NM_007026","ENSG00000161326","ENSG00000276023"
"1781","RER1","NM_007033","ENSG00000157916","ENSG00000157916"
"1782","HNRNPUL1","NM_007040","ENSG00000105323","ENSG00000105323"
"1783","ATE1","NM_007041","ENSG00000107669","ENSG00000107669"
"1784","RPP14","NM_007042","ENSG00000163684","ENSG00000163684"
"1785","KRR1","NM_007043","ENSG00000111615","ENSG00000111615"
"1786","FAF1","NM_007051","ENSG00000185104","ENSG00000185104"
"1787","PWP1","NM_007062","ENSG00000136045","ENSG00000136045"
"1788","CDC37","NM_007065","ENSG00000105401","ENSG00000105401"
"1789","WDR45","NM_007075","ENSG00000196998","ENSG00000196998"
"1790","FICD","NM_007076","ENSG00000198855","ENSG00000198855"
"1791","LSM6","NM_007080","ENSG00000164167","ENSG00000164167"
"1792","NDUFV1","NM_007103","ENSG00000167792","ENSG00000167792"
"1793","RPL10A","NM_007104","ENSG00000198755","ENSG00000198755"
"1794","UBL3","NM_007106","ENSG00000122042","ENSG00000122042"
"1795","SSR3","NM_007107","ENSG00000114850","ENSG00000114850"
"1796","TCEB2","NM_007108","ENSG00000103363",NA
"1797","TFDP1","NM_007111","ENSG00000198176","ENSG00000198176"
"1798","TMF1","NM_007114","ENSG00000144747","ENSG00000144747"
"1799","NR1H2","NM_007121","ENSG00000131408","ENSG00000131408"
"1800","VCP","NM_007126","ENSG00000165280","ENSG00000165280"
"1801","ZNF41","NM_007130","ENSG00000147124","ENSG00000147124"
"1802","ZNF146","NM_007145","ENSG00000167635","ENSG00000167635"
"1803","ZNF195","NM_007152","ENSG00000005801","ENSG00000005801"
"1804","ZXDA","NM_007156","ENSG00000198205","ENSG00000198205"
"1805","ZXDB","NM_007157","ENSG00000198455","ENSG00000198455"
"1806","PICALM","NM_007166","ENSG00000073921","ENSG00000073921"
"1807","POMT1","NM_007171","ENSG00000130714","ENSG00000130714"
"1808","C14orf1","NM_007176","ENSG00000133935","ENSG00000133935"
"1809","STRAP","NM_007178","ENSG00000023734","ENSG00000023734"
"1810","WBP4","NM_007187","ENSG00000120688","ENSG00000120688"
"1811","SEC23IP","NM_007190","ENSG00000107651","ENSG00000107651"
"1812","PROSC","NM_007198","ENSG00000147471",NA
"1813","MRPL3","NM_007208","ENSG00000114686","ENSG00000114686"
"1814","RPL35","NM_007209","ENSG00000136942","ENSG00000136942"
"1815","SEC63","NM_007214","ENSG00000025796","ENSG00000025796"
"1816","PMF1","NM_007221","ENSG00000160783","ENSG00000160783"
"1817","ZHX1","NM_007222","ENSG00000165156","ENSG00000165156"
"1818","PACSIN2","NM_007229","ENSG00000100266","ENSG00000100266"
"1819","DCTN3","NM_007234","ENSG00000137100","ENSG00000137100"
"1820","XPOT","NM_007235","ENSG00000184575","ENSG00000184575"
"1821","CHP1","NM_007236","ENSG00000187446","ENSG00000187446"
"1822","PXMP4","NM_007238","ENSG00000101417","ENSG00000101417"
"1823","SNF8","NM_007241","ENSG00000159210","ENSG00000159210"
"1824","DDX19B","NM_007242","ENSG00000157349","ENSG00000157349"
"1825","ATXN2L","NM_007245","ENSG00000168488","ENSG00000168488"
"1826","PNKP","NM_007254","ENSG00000039650","ENSG00000039650"
"1827","B4GALT7","NM_007255","ENSG00000027847","ENSG00000027847"
"1828","PARK7","NM_007262","ENSG00000116288","ENSG00000116288"
"1829","COPE","NM_007263","ENSG00000105669","ENSG00000105669"
"1830","ECD","NM_007265","ENSG00000122882","ENSG00000122882"
"1831","GPN1","NM_007266","ENSG00000115254","ENSG00000198522"
"1832","STXBP3","NM_007269","ENSG00000116266","ENSG00000116266"
"1833","TUSC2","NM_007275","ENSG00000114383","ENSG00000114383"
"1834","CBX3","NM_007276","ENSG00000122565","ENSG00000122565"
