Ensembl	species	Gene	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
ENSG00000047249	Mm Hs	ATP6V1H	Neurons	CGI-11|VMA13|SFDalpha|SFDbeta	0.031	ATPase H+ transporting V1 subunit H	protein-coding gene	NA	Ectoderm	Brain	0.444444	0.12	0.0282752	0.0263104
ENSG00000121905	Mm Hs	HPCA	Neurons	NA	0.015	hippocalcin	protein-coding gene	NA	Ectoderm	Brain	0.333333	0.148889	0.00251335	0.00974712
ENSG00000128656	Mm Hs	CHN1	Neurons	ARHGAP2|n-chimerin|DURS2	0.035	chimerin 1	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.284444	0.0314169	0.0203122
ENSG00000100884	Mm Hs	CPNE6	Neurons	NA	0.006	copine 6	protein-coding gene	NA	Ectoderm	Brain	0	0.0733333	0	0.00293095
ENSG00000115252	Mm Hs	PDE1A	Neurons	NA	0.018	phosphodiesterase 1A	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.121111	0.0213635	0.0113148
ENSG00000127955	Mm Hs	GNAI1	Neurons	NA	0.05	G protein subunit alpha i1	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.318889	0.0405278	0.0381705
ENSG00000187094	Mm Hs	CCK	Neurons	NA	0.033	cholecystokinin	protein-coding gene	NA	Ectoderm	Brain	0	0.188889	0.00345586	0.0293095
ENSG00000117016	Mm Hs	RIMS3	Neurons	RIM3|NIM3	0.008	regulating synaptic membrane exocytosis 3	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.0877778	0	0.0049758
ENSG00000087263	Mm Hs	OGFOD1	Neurons	KIAA1612|FLJ10826|TPA1	0.006	2-oxoglutarate and iron dependent oxygenase domain containing 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0744444	0.00973924	0.000749778
ENSG00000140488	Mm Hs	CELF6	Neurons	BRUNOL6	0.014	CUGBP Elav-like family member 6	protein-coding gene	1	Ectoderm	Brain	0	0.206667	0	0.00613455
ENSG00000101200	Mm Hs	AVP	Neurons	ADH|ARVP	0.004	arginine vasopressin	protein-coding gene	1	Ectoderm	Brain	0	0.0444444	0.0103676	0.000477132
ENSG00000069667	Mm Hs	RORA	Neurons	RZRA|ROR1|ROR2|ROR3|NR1F1	0.045	RAR related orphan receptor A	protein-coding gene	1	Ectoderm	Brain	0.333333	0.116667	0.0131951	0.0494172
ENSG00000128564	Mm Hs	VGF	Neurons	SCG7|SgVII	0.021	VGF nerve growth factor inducible	protein-coding gene	1	Ectoderm	Brain	0	0.256667	0.0125668	0.00688433
ENSG00000125851	Mm Hs	PCSK2	Neurons	SPC2|NEC2	0.032	proprotein convertase subtilisin/kexin type 2	protein-coding gene	1	Ectoderm	Brain	0.111111	0.278889	0.0245052	0.0199032
ENSG00000154645	Mm Hs	CHODL	Neurons	FLJ12627|PRED12|MT75|C21orf68	0.004	chondrolectin	protein-coding gene	1	Ectoderm	Brain	0	0.02	0.00125668	0.00333992
ENSG00000103154	Mm Hs	NECAB2	Neurons	EFCBP2	0.011	N-terminal EF-hand calcium binding protein 2	protein-coding gene	1	Ectoderm	Brain	0.111111	0.108889	0.00188501	0.00749778
ENSG00000156113	Mm Hs	KCNMA1	Neurons	KCa1.1|mSLO1|SLO	0.043	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	1	Ectoderm	Brain	0.111111	0.44	0.0182218	0.0245382
ENSG00000167535	Mm Hs	CACNB3	Neurons	CACNLB3	0.032	calcium voltage-gated channel auxiliary subunit beta 3	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.118889	0.00157085	0.0346943
ENSG00000174145	Mm Hs	NWD2	Neurons	KIAA1239	0.003	NACHT and WD repeat domain containing 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0288889	0	0.00211301
ENSG00000152977	Mm Hs	ZIC1	Neurons	ZIC|ZNF201	0.046	Zic family member 1	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.0744444	0.00816839	0.0544612
ENSG00000088992	Mm Hs	TESC	Neurons	FLJ20607|CHP3	0.032	tescalcin	protein-coding gene	NA	Ectoderm	Brain	0	0.0855556	0.0782281	0.0196306
ENSG00000125967	Mm Hs	NECAB3	Neurons	XB51|dJ63M2.4|dJ63M2.5|EFCBP3|SYTIP2|APBA2BP	0.005	N-terminal EF-hand calcium binding protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.0133333	0.0160226	0.0014314
ENSG00000124785	Mm Hs	NRN1	Neurons	NRN	0.021	neuritin 1	protein-coding gene	NA	Ectoderm	Brain	0.111111	0.118889	0.00973924	0.0171767
ENSG00000136928	Mm Hs	GABBR2	Neurons	HG20|GABABR2|GPRC3B|GPR51	0.023	gamma-aminobutyric acid type B receptor subunit 2	protein-coding gene	NA	Ectoderm	Brain	0.555556	0.221111	0.0050267	0.014314
ENSG00000104888	Mm Hs	SLC17A7	Neurons	BNPI|VGLUT1	0.012	solute carrier family 17 member 7	protein-coding gene	1	Ectoderm	Brain	0	0.0933333	0	0.00899734
ENSG00000136267	Mm Hs	DGKB	Neurons	KIAA0718|DGK-BETA|DAGK2	0.01	diacylglycerol kinase beta	protein-coding gene	NA	Ectoderm	Brain	0	0.153333	0	0.00395338
ENSG00000182389	Mm Hs	CACNB4	Neurons	EJM4	0.017	calcium voltage-gated channel auxiliary subunit beta 4	protein-coding gene	NA	Ectoderm	Brain	0.222222	0.162222	0.000314169	0.0127462
ENSG00000077063	Mm Hs	CTTNBP2	Neurons	KIAA1758|Orf4|CORTBP2|C7orf8	0.032	cortactin binding protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0677778	0.00628338	0.0370118
ENSG00000131771	Mm Hs	PPP1R1B	Neurons	DARPP-32|FLJ20940	0.026	protein phosphatase 1 regulatory inhibitor subunit 1B	protein-coding gene	1	Ectoderm	Brain	0.111111	0.0455556	0.0160226	0.0275373
ENSG00000183036	Mm Hs	PCP4	Neurons	PEP-19	0.083	Purkinje cell protein 4	protein-coding gene	1	Ectoderm	Brain	0.333333	0.53	0.018536	0.0705473
ENSG00000120899	Mm Hs	PTK2B	Neurons	CAKB|PYK2|RAFTK|PTK|CADTK|FAK2	0.014	protein tyrosine kinase 2 beta	protein-coding gene	1	Ectoderm	Brain	0	0.0933333	0.00157085	0.0115875
ENSG00000181418	Mm Hs	DDN	Neurons	KIAA0749	0.007	dendrin	protein-coding gene	1	Ectoderm	Brain	0	0.0611111	0.00125668	0.00524845
ENSG00000105376	Mm Hs	ICAM5	Neurons	TLCN	0.006	intercellular adhesion molecule 5	protein-coding gene	1	Ectoderm	Brain	0	0.0833333	0	0.00272647
ENSG00000163032	Mm Hs	VSNL1	Neurons	VILIP|HPCAL3|HUVISL1|VILIP-1	0.049	visinin like 1	protein-coding gene	1	Ectoderm	Brain	0.777778	0.641111	0.00534087	0.0221525
ENSG00000124507	Mm Hs	PACSIN1	Neurons	SDPI	0.04	protein kinase C and casein kinase substrate in neurons 1	protein-coding gene	1	Ectoderm	Brain	0	0.537778	0	0.0201077
ENSG00000153956	Mm Hs	CACNA2D1	Neurons	lncRNA-N3|CACNL2A|CACNA2|MHS3|LINC01112	0.039	calcium voltage-gated channel auxiliary subunit alpha2delta 1	protein-coding gene	1	Ectoderm	Brain	0.111111	0.268889	0.0103676	0.0330584
ENSG00000118473	Mm Hs	SGIP1	Neurons	DKFZp761D221	0.047	SH3 domain GRB2 like endophilin interacting protein 1	protein-coding gene	1	Ectoderm	Brain	0.222222	0.563333	0.00125668	0.0275373
ENSG00000033627	Mm Hs	ATP6V0A1	Neurons	a1|VPP1|ATP6N1|ATP6N1A	0.047	ATPase H+ transporting V0 subunit a1	protein-coding gene	1	Ectoderm	Brain	0.666667	0.541111	0.00282752	0.0285597
ENSG00000197535	Mm Hs	MYO5A	Neurons	MYO5|MYR12|MYH12	0.045	myosin VA	protein-coding gene	1	Ectoderm	Brain	0.666667	0.428889	0.00219918	0.0317633
ENSG00000158560	Mm Hs	DYNC1I1	Neurons	DNCIC1|DNCI1	0.022	dynein cytoplasmic 1 intermediate chain 1	protein-coding gene	1	Ectoderm	Brain	0.777778	0.166667	0.000314169	0.0184037
ENSG00000106772	Mm Hs	PRUNE2	Neurons	BMCC1|BNIPXL|A214N16.3|bA214N16.3|C9orf65|KIAA0367	0.033	prune homolog 2	protein-coding gene	1	Ectoderm	Brain	0	0.315556	0.00722589	0.0234476
ENSG00000007402	Mm Hs	CACNA2D2	Neurons	KIAA0558	0.027	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding gene	1	Ectoderm	Brain	0	0.303333	0.00125668	0.0178584
ENSG00000091664	Mm Hs	SLC17A6	Neurons	DNPI|VGLUT2	0.016	solute carrier family 17 member 6	protein-coding gene	1	Ectoderm	Brain	0	0.128889	0.000314169	0.0134279
ENSG00000180176	Mm Hs	TH	Noradrenergic neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	1	Ectoderm	Brain	0	1	0.0018797	0.0022482
ENSG00000132437	Mm Hs	DDC	Noradrenergic neurons	AADC	0.014	dopa decarboxylase	protein-coding gene	1	Ectoderm	Brain	0	1	0.00469925	0.016187
ENSG00000123454	Mm Hs	DBH	Noradrenergic neurons	DBM	0.001	dopamine beta-hydroxylase	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.000642343
ENSG00000165646	Mm Hs	SLC18A2	Noradrenergic neurons	SVMT|SVAT|VMAT2	0.006	solute carrier family 18 member A2	protein-coding gene	1	Ectoderm	Brain	0	1	0.00125313	0.00751542
ENSG00000187714	Mm Hs	SLC18A3	Noradrenergic neurons	VACHT	0.002	solute carrier family 18 member A3	protein-coding gene	1	Ectoderm	Brain	0	0	0.00125313	0.00237667
ENSG00000103546	Mm Hs	SLC6A2	Noradrenergic neurons	SLC6A5	0.002	solute carrier family 6 member 2	protein-coding gene	1	Ectoderm	Brain	0	1	0.00156642	0.00167009
ENSG00000133195	Mm Hs	SLC39A11	Noradrenergic neurons	C17orf26	0.005	solute carrier family 39 member 11	protein-coding gene	1	Ectoderm	Brain	0	0	0.00219298	0.0044964
ENSG00000164038	Mm Hs	SLC9B2	Noradrenergic neurons	FLJ23984|NHA2|NHEDC2	0.002	solute carrier family 9 member B2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00720551	0.000385406
ENSG00000173546	Mm Hs	CSPG4	Oligodendrocyte progenitor cells	MCSPG|MEL-CSPG|HMW-MAA	0.015	chondroitin sulfate proteoglycan 4	protein-coding gene	1	Ectoderm	Brain	0	0.410377	0.000627943	0.013803
ENSG00000134853	Mm Hs	PDGFRA	Oligodendrocyte progenitor cells	CD140a|PDGFR2|GAS9	0.044	platelet derived growth factor receptor alpha	protein-coding gene	1	Ectoderm	Brain	1	0.849057	0.0455259	0.0329449
ENSG00000100146	Mm Hs	SOX10	Oligodendrocyte progenitor cells	DOM|WS4|WS2E	0.04	SRY-box 10	protein-coding gene	1	Ectoderm	Brain	0	0.660377	0	0.0414741
ENSG00000205927	Mm Hs	OLIG2	Oligodendrocyte progenitor cells	RACK17|OLIGO2|bHLHe19|PRKCBP2|BHLHB1	0.039	oligodendrocyte transcription factor 2	protein-coding gene	1	Ectoderm	Brain	0.285714	0.938679	0.000941915	0.0371118
ENSG00000124159	Mm Hs	MATN4	Oligodendrocyte progenitor cells	NA	0.015	matrilin 4	protein-coding gene	1	Ectoderm	Brain	0	0.669811	0	0.010222
ENSG00000131094	Mm Hs	C1QL1	Oligodendrocyte progenitor cells	C1QRF|C1QTNF14	0.013	complement C1q like 1	protein-coding gene	1	Ectoderm	Brain	0	0.801887	0.00627944	0.00436226
ENSG00000170075	Mm Hs	GPR37L1	Oligodendrocyte progenitor cells	ETBR-LP-2	0.041	G protein-coupled receptor 37 like 1	protein-coding gene	1	Ectoderm	Brain	1	0.745283	0.0021978	0.0411485
ENSG00000144230	Mm Hs	GPR17	Oligodendrocyte progenitor cells	NA	0.02	G protein-coupled receptor 17	protein-coding gene	1	Ectoderm	Brain	0	0.693396	0	0.0156911
ENSG00000115041	Mm Hs	KCNIP3	Oligodendrocyte progenitor cells	DREAM|KCHIP3|CSEN	0.007	potassium voltage-gated channel interacting protein 3	protein-coding gene	1	Ectoderm	Brain	0	0.410377	0	0.00325542
ENSG00000166292	Mm Hs	TMEM100	Oligodendrocyte progenitor cells	FLJ10970|FLJ37856	0.021	transmembrane protein 100	protein-coding gene	1	Ectoderm	Brain	0	0.650943	0.00376766	0.0158213
ENSG00000038427	Mm Hs	VCAN	Oligodendrocyte progenitor cells	PG-M|CSPG2	0.056	versican	protein-coding gene	1	Ectoderm	Brain	1	0.641509	0.0948195	0.0362654
ENSG00000129596	Mm Hs	CDO1	Oligodendrocyte progenitor cells	NA	0.036	cysteine dioxygenase type 1	protein-coding gene	1	Ectoderm	Brain	0	0.556604	0.0119309	0.0347679
ENSG00000072134	Mm Hs	EPN2	Oligodendrocyte progenitor cells	KIAA1065|EHB21	0.046	epsin 2	protein-coding gene	1	Ectoderm	Brain	1	0.801887	0.0213501	0.042646
ENSG00000187416	Mm Hs	LHFPL3	Oligodendrocyte progenitor cells	LHFPL4	0.014	LHFPL tetraspan subfamily member 3	protein-coding gene	1	Ectoderm	Brain	0	0.816038	0	0.00631552
ENSG00000204099	Mm Hs	NEU4	Oligodendrocyte progenitor cells	NA	0.009	neuraminidase 4	protein-coding gene	1	Ectoderm	Brain	0.142857	0.495283	0.000627943	0.00410183
ENSG00000139352	Mm Hs	ASCL1	Oligodendrocyte progenitor cells	HASH1|bHLHa46	0.007	achaete-scute family bHLH transcription factor 1	protein-coding gene	1	Ectoderm	Brain	0	0.0283019	0.00533752	0.0069666
ENSG00000159166	Mm Hs	LAD1	Oligodendrocyte progenitor cells	NA	0.023	ladinin 1	protein-coding gene	1	Ectoderm	Brain	0	0.00471698	0.0282575	0.022202
ENSG00000140107	Mm Hs	SLC25A47	Oligodendrocyte progenitor cells	C14orf68	0.001	solute carrier family 25 member 47	protein-coding gene	1	Ectoderm	Brain	0	0	0.000313972	0.00143238
ENSG00000244405	Mm Hs	ETV5	Oligodendrocyte progenitor cells	ERM	0.019	ETS variant 5	protein-coding gene	1	Ectoderm	Brain	0	0.0235849	0.0131868	0.0188163
ENSG00000114646	Mm Hs	CSPG5	Oligodendrocyte progenitor cells	NGC	0.09	chondroitin sulfate proteoglycan 5	protein-coding gene	1	Ectoderm	Brain	0	0.867925	0.00156986	0.101699
ENSG00000184221	Mm Hs	OLIG1	Oligodendrocyte progenitor cells	BHLHB6|bHLHe21	0.066	oligodendrocyte transcription factor 1	protein-coding gene	1	Ectoderm	Brain	1	0.995283	0.0021978	0.069666
ENSG00000150275	Mm Hs	PCDH15	Oligodendrocyte progenitor cells	CDHR15|USH1F|DFNB23	0.006	protocadherin related 15	protein-coding gene	1	Ectoderm	Brain	0.142857	0.377358	0.00156986	0.0015626
ENSG00000109107	Mm Hs	ALDOC	Oligodendrocyte progenitor cells	NA	0.078	"aldolase, fructose-bisphosphate C"	protein-coding gene	1	Ectoderm	Brain	0	0.292453	0.000941915	0.0941468
ENSG00000116147	Mm Hs	TNR	Oligodendrocyte progenitor cells	NA	0.009	tenascin R	protein-coding gene	1	Ectoderm	Brain	1	0.433962	0	0.00553421
ENSG00000010810	Mm Hs	FYN	Oligodendrocyte progenitor cells	SLK|MGC45350	0.069	"FYN proto-oncogene, Src family tyrosine kinase"	protein-coding gene	1	Ectoderm	Brain	0	0.391509	0.0549451	0.0706426
ENSG00000148826	Mm Hs	NKX6-2	Oligodendrocyte progenitor cells	NKX6B|GTX|NKX6.1	0.024	NK6 homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.000627943	0.0306661
ENSG00000054983	Mm Hs	GALC	Oligodendrocytes	NA	0.002	galactosylceramidase	protein-coding gene	1	Ectoderm	Brain	0	0.00134048	0.00410872	0.00128162
ENSG00000137345	Mm Hs	MOG	Oligodendrocytes	BTN6|BTNL11	0.039	myelin oligodendrocyte glycoprotein	protein-coding gene	1	Ectoderm	Brain	0.964286	0.906166	0.000316056	0.00323777
ENSG00000184221	Mm Hs	OLIG1	Oligodendrocytes	BHLHB6|bHLHe21	0.066	oligodendrocyte transcription factor 1	protein-coding gene	1	Ectoderm	Brain	0.142857	0.991957	0.00316056	0.0364924
ENSG00000205927	Mm Hs	OLIG2	Oligodendrocytes	RACK17|OLIGO2|bHLHe19|PRKCBP2|BHLHB1	0.039	oligodendrocyte transcription factor 2	protein-coding gene	1	Ectoderm	Brain	0	0.462466	0.00158028	0.0286003
ENSG00000091513	Hs	TF	Oligodendrocytes	PRO1557|PRO2086	0.004	transferrin	protein-coding gene	1	Ectoderm	Brain	1	0	0.00884956	0
ENSG00000177468	Mm Hs	OLIG3	Oligodendrocytes	Bhlhb7|bHLHe20	0.001	oligodendrocyte transcription factor 3	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.000876897
ENSG00000100146	Mm Hs	SOX10	Oligodendrocytes	DOM|WS4|WS2E	0.04	SRY-box 10	protein-coding gene	1	Ectoderm	Brain	0	0.655496	0	0.0194266
ENSG00000198835	Mm Hs	GJC2	Oligodendrocytes	CX47|CX46.6|SPG44|GJA12	0.021	gap junction protein gamma 2	protein-coding gene	1	Ectoderm	Brain	0	0.545576	0	0.000607083
ENSG00000130005	Mm Hs	GAMT	Oligodendrocytes	PIG2|TP53I2	0.051	guanidinoacetate N-methyltransferase	protein-coding gene	1	Ectoderm	Brain	0	0.520107	0.0666877	0.0220573
ENSG00000064787	Mm Hs	BCAS1	Oligodendrocytes	NABC1|AIBC1	0.035	breast carcinoma amplified sequence 1	protein-coding gene	1	Ectoderm	Brain	0.214286	0.676944	0.00600506	0.0100506
ENSG00000164303	Mm Hs	ENPP6	Oligodendrocytes	MGC33971	0.021	ectonucleotide pyrophosphatase/phosphodiesterase 6	protein-coding gene	1	Ectoderm	Brain	0.107143	0.41689	0	0.00681282
ENSG00000196187	Mm Hs	TMEM63A	Oligodendrocytes	KIAA0792	0.016	transmembrane protein 63A	protein-coding gene	1	Ectoderm	Brain	0.642857	0.269437	0.00316056	0.00593592
ENSG00000180929	Mm Hs	GPR62	Oligodendrocytes	NA	0.006	G protein-coupled receptor 62	protein-coding gene	1	Ectoderm	Brain	0	0.116622	0	0.00155143
ENSG00000186318	Mm Hs	BACE1	Oligodendrocytes	BACE	0.022	beta-secretase 1	protein-coding gene	1	Ectoderm	Brain	0.0357143	0.227882	0.00347661	0.0158516
ENSG00000146592	Mm Hs	CREB5	Oligodendrocytes	H_GS165L15.1|CRE-BPA	0.026	cAMP responsive element binding protein 5	protein-coding gene	1	Ectoderm	Brain	0.0714286	0.264075	0.0135904	0.0171332
ENSG00000066468	Mm Hs	FGFR2	Oligodendrocytes	CEK3|TK14|TK25|ECT1|K-SAM|CD332|KGFR|BEK|JWS	0.034	fibroblast growth factor receptor 2	protein-coding gene	1	Ectoderm	Brain	0.321429	0.447721	0.0129583	0.0182125
ENSG00000144659	Mm Hs	SLC25A38	Oligodendrocytes	FLJ20551	0.012	solute carrier family 25 member 38	protein-coding gene	1	Ectoderm	Brain	0	0.0991957	0.00790139	0.00910624
ENSG00000163517	Mm Hs	HDAC11	Oligodendrocytes	NA	0.032	histone deacetylase 11	protein-coding gene	1	Ectoderm	Brain	0.0357143	0.135389	0.0183312	0.0314334
ENSG00000092445	Mm Hs	TYRO3	Oligodendrocytes	Dtk|Brt|Tif|Sky|Etk-2|Rek|RSE	0.019	TYRO3 protein tyrosine kinase	protein-coding gene	1	Ectoderm	Brain	0.0357143	0.262735	0.00916561	0.0082968
ENSG00000180739	Mm Hs	S1PR5	Oligodendrocytes	Edg-8|EDG8	0.011	sphingosine-1-phosphate receptor 5	protein-coding gene	1	Ectoderm	Brain	0	0.261394	0.00158028	0.000944351
ENSG00000108381	Mm Hs	ASPA	Oligodendrocytes	ACY2	0.027	aspartoacylase	protein-coding gene	1	Ectoderm	Brain	0	0.561662	0.00347661	0.00586847
ENSG00000154928	Mm Hs	EPHB1	Oligodendrocytes	Hek6|EPHT2	0.018	EPH receptor B1	protein-coding gene	1	Ectoderm	Brain	0	0.382038	0.00410872	0.00370995
ENSG00000165478	Mm Hs	HEPACAM	Oligodendrocytes	FLJ25530|hepaCAM|GLIALCAM	0.033	hepatic and glial cell adhesion molecule	protein-coding gene	1	Ectoderm	Brain	0	0.365952	0	0.0250927
ENSG00000005513	Mm Hs	SOX8	Oligodendrocytes	NA	0.028	SRY-box 8	protein-coding gene	1	Ectoderm	Brain	0	0.513405	0.000632111	0.0107926
ENSG00000169710	Mm Hs	FASN	Oligodendrocytes	FAS|SDR27X1	0.048	fatty acid synthase	protein-coding gene	1	Ectoderm	Brain	0	0.256032	0.0322377	0.0368971
ENSG00000126861	Mm Hs	OMG	Oligodendrocytes	OMGP	0.02	oligodendrocyte myelin glycoprotein	protein-coding gene	1	Ectoderm	Brain	0.285714	0.340483	0.000948167	0.00822934
ENSG00000188706	Mm Hs	ZDHHC9	Oligodendrocytes	ZNF379|CGI-89|ZNF380|ZDHHC10|CXorf11	0.021	zinc finger DHHC-type containing 9	protein-coding gene	1	Ectoderm	Brain	0	0.36193	0.0126422	0.00640809
ENSG00000107317	Mm Hs	PTGDS	Oligodendrocytes	L-PGDS	0.054	prostaglandin D2 synthase	protein-coding gene	1	Ectoderm	Brain	1	0.469169	0.0499368	0.0343339
ENSG00000158859	Mm Hs	ADAMTS4	Oligodendrocytes	KIAA0688|ADAMTS-2|ADMP-1	0.025	ADAM metallopeptidase with thrombospondin type 1 motif 4	protein-coding gene	1	Ectoderm	Brain	0.107143	0.441019	0.0116941	0.00755481
ENSG00000124920	Mm Hs	MYRF	Oligodendrocytes	Ndt80|pqn-47|MRF|C11orf9	0.019	myelin regulatory factor	protein-coding gene	1	Ectoderm	Brain	0.535714	0.41689	0.000948167	0.00242833
ENSG00000187764	Mm Hs	SEMA4D	Oligodendrocytes	CD100|coll-4|FLJ39737|SEMAJ|C9orf164	0.036	semaphorin 4D	protein-coding gene	1	Ectoderm	Brain	0.535714	0.668901	0.00252845	0.0122766
ENSG00000179178	Mm Hs	TMEM125	Oligodendrocytes	MGC17299	0.021	transmembrane protein 125	protein-coding gene	1	Ectoderm	Brain	0.142857	0.459786	0.00695322	0.00229342
ENSG00000109466	Mm Hs	KLHL2	Oligodendrocytes	MAV	0.034	kelch like family member 2	protein-coding gene	1	Ectoderm	Brain	0	0.613941	0.000632111	0.0132209
ENSG00000173852	Mm Hs	DPY19L1	Oligodendrocytes	KIAA0877	0.03	dpy-19 like C-mannosyltransferase 1	protein-coding gene	1	Ectoderm	Brain	0	0.575067	0.005689	0.00978078
ENSG00000099282	Mm Hs	TSPAN15	Oligodendrocytes	NET-7|TM4SF15	0.048	tetraspanin 15	protein-coding gene	1	Ectoderm	Brain	0.214286	0.459786	0.0249684	0.0337268
ENSG00000132702	Mm Hs	HAPLN2	Oligodendrocytes	BRAL1	0.017	hyaluronan and proteoglycan link protein 2	protein-coding gene	1	Ectoderm	Brain	0.25	0.424933	0	0.00114671
ENSG00000148826	Mm Hs	NKX6-2	Oligodendrocytes	NKX6B|GTX|NKX6.1	0.024	NK6 homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0.587131	0.000632111	0.00222597
ENSG00000169562	Mm Hs	GJB1	Oligodendrocytes	CX32|CMTX1|CMTX	0.033	gap junction protein beta 1	protein-coding gene	1	Ectoderm	Brain	0.535714	0.646113	0.005689	0.00789207
ENSG00000197430	Mm Hs	OPALIN	Oligodendrocytes	TMP10|HTMP10|TMEM10	0.026	oligodendrocytic myelin paranodal and inner loop protein	protein-coding gene	1	Ectoderm	Brain	0.214286	0.646113	0	0.00074199
ENSG00000147852	Mm Hs	VLDLR	Oligodendrocytes	CARMQ1|CHRMQ1|VLDLRCH	0.025	very low density lipoprotein receptor	protein-coding gene	1	Ectoderm	Brain	0	0.297587	0.00379267	0.0174705
ENSG00000076706	Mm Hs	MCAM	Oligodendrocytes	MUC18|CD146	0.031	melanoma cell adhesion molecule	protein-coding gene	1	Ectoderm	Brain	0	0.116622	0.0214918	0.0295447
ENSG00000152128	Mm Hs	TMEM163	Oligodendrocytes	DKFZP566N034|SV31	0.027	transmembrane protein 163	protein-coding gene	1	Ectoderm	Brain	0	0.265416	0.000632111	0.0217201
ENSG00000136541	Mm Hs	ERMN	Oligodendrocytes	JN|ERMIN|KIAA1189	0.034	ermin	protein-coding gene	1	Ectoderm	Brain	1	0.798928	0.00158028	0.00155143
ENSG00000103089	Mm Hs	FA2H	Oligodendrocytes	FAAH|FLJ25287|FAXDC1|SPG35	0.039	fatty acid 2-hydroxylase	protein-coding gene	1	Ectoderm	Brain	0.25	0.903485	0.00347661	0.00404722
ENSG00000013297	Mm Hs	CLDN11	Oligodendrocytes	OSP|OTM	0.059	claudin 11	protein-coding gene	1	Ectoderm	Brain	0.964286	1	0.034134	0.0182125
ENSG00000011426	Mm Hs	ANLN	Oligodendrocytes	ANILLIN|Scraps|scra	0.023	anillin actin binding protein	protein-coding gene	1	Ectoderm	Brain	0.857143	0.261394	0.0129583	0.0111298
ENSG00000164181	Mm Hs	ELOVL7	Oligodendrocytes	FLJ23563	0.031	ELOVL fatty acid elongase 7	protein-coding gene	1	Ectoderm	Brain	0	0.576407	0.000632111	0.0103879
ENSG00000102934	Mm Hs	PLLP	Oligodendrocytes	PMLP|TM4SF11	0.046	plasmolipin	protein-coding gene	1	Ectoderm	Brain	0.535714	0.797587	0.00979772	0.0173356
ENSG00000132437	Mm Hs	DDC	Oligodendrocytes	AADC	0.014	dopa decarboxylase	protein-coding gene	1	Ectoderm	Brain	0	0.0321716	0.00474083	0.0155818
ENSG00000185668	Mm Hs	POU3F1	Oligodendrocytes	OCT6|SCIP|OTF6	0.013	POU class 3 homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0.038874	0.000316056	0.0156492
ENSG00000171840	Mm Hs	NINJ2	Oligodendrocytes	NA	0.002	ninjurin 2	protein-coding gene	1	Ectoderm	Brain	0.107143	0.0469169	0.000948167	0
ENSG00000101049	Mm Hs	SGK2	Oligodendrocytes	NA	0.001	"SGK2, serine/threonine kinase 2"	protein-coding gene	1	Ectoderm	Brain	0	0.0120643	0.000632111	0.00074199
ENSG00000176402	Mm Hs	GJC3	Oligodendrocytes	CX30.2|GJE1	0.044	gap junction protein gamma 3	protein-coding gene	1	Ectoderm	Brain	0	0.923593	0	0.01086
ENSG00000170775	Mm Hs	GPR37	Oligodendrocytes	EDNRBL|hET(B)R-LP|PAELR	0.034	G protein-coupled receptor 37	protein-coding gene	1	Ectoderm	Brain	0.5	0.773458	0.000316056	0.00431703
ENSG00000137033	Mm Hs	IL33	Oligodendrocytes	DVS27|DKFZp586H0523|NF-HEV|IL1F11|C9orf26	0.018	interleukin 33	protein-coding gene	1	Ectoderm	Brain	0	0.148794	0.0107459	0.0141653
ENSG00000167755	Mm Hs	KLK6	Oligodendrocytes	Bssp|Klk7|neurosin|PRSS9|PRSS18	0.004	kallikrein related peptidase 6	protein-coding gene	1	Ectoderm	Brain	0.5	0.0764075	0	0.000269815
ENSG00000050344	Mm Hs	NFE2L3	Oligodendrocytes	Nrf3	0.003	"nuclear factor, erythroid 2 like 3"	protein-coding gene	1	Ectoderm	Brain	0	0.0134048	0.00726928	0.00148398
ENSG00000114757	Mm Hs	PEX5L	Oligodendrocytes	PEX5R|PXR2|TRIP8b	0.03	peroxisomal biogenesis factor 5 like	protein-coding gene	1	Ectoderm	Brain	0.75	0.608579	0.00221239	0.00708263
ENSG00000159261	Mm Hs	CLDN14	Oligodendrocytes	DFNB29	0.003	claudin 14	protein-coding gene	1	Ectoderm	Brain	0	0.0576407	0	0.00134907
